onset	duration	ISI	trial_type	trial_name	stim_file	stim_file_index
54.85	0.5	0.35	52	HORIZONTAL-U-D-22	prf/prf_1_078.png	78
55.7	0.5	0.35	53	HORIZONTAL-U-D-23	prf/prf_1_079.png	79
56.55	0.5	0.35	54	HORIZONTAL-U-D-24	prf/prf_1_080.png	80
57.4	0.5	0.35	55	HORIZONTAL-U-D-25	prf/prf_1_081.png	81
58.25	0.5	0.35	56	HORIZONTAL-U-D-26	prf/prf_1_082.png	82
59.1	0.5	0.35	57	HORIZONTAL-U-D-27	prf/prf_1_083.png	83
59.95	0.5	0.35	58	HORIZONTAL-U-D-28	prf/prf_1_084.png	84
60.8	0.5	0.35	71	DIAGONAL-LD-RU-1	prf/prf_1_085.png	85
61.65	0.5	0.35	72	DIAGONAL-LD-RU-2	prf/prf_1_086.png	86
62.5	0.5	0.35	73	DIAGONAL-LD-RU-3	prf/prf_1_087.png	87
63.35	0.5	0.35	74	DIAGONAL-LD-RU-4	prf/prf_1_088.png	88
64.2	0.5	0.35	75	DIAGONAL-LD-RU-5	prf/prf_1_089.png	89
65.05	0.5	0.35	76	DIAGONAL-LD-RU-6	prf/prf_1_090.png	90
65.9	0.5	0.35	77	DIAGONAL-LD-RU-7	prf/prf_1_091.png	91
66.75	0.5	0.35	78	DIAGONAL-LD-RU-8	prf/prf_1_092.png	92
67.6	0.5	0.35	79	DIAGONAL-LD-RU-9	prf/prf_1_093.png	93
68.45	0.5	0.35	80	DIAGONAL-LD-RU-10	prf/prf_1_094.png	94
69.3	0.5	0.35	81	DIAGONAL-LD-RU-11	prf/prf_1_095.png	95
70.15	0.5	0.35	82	DIAGONAL-LD-RU-12	prf/prf_1_096.png	96
71	0.5	0.35	30	VERTICAL-L-R-28	prf/prf_1_113.png	113
71.85	0.5	0.35	29	VERTICAL-L-R-27	prf/prf_1_114.png	114
72.7	0.5	0.35	28	VERTICAL-L-R-26	prf/prf_1_115.png	115
73.55	0.5	0.35	27	VERTICAL-L-R-25	prf/prf_1_116.png	116
74.4	0.5	0.35	26	VERTICAL-L-R-24	prf/prf_1_117.png	117
75.25	0.5	0.35	25	VERTICAL-L-R-23	prf/prf_1_118.png	118
76.1	0.5	0.35	24	VERTICAL-L-R-22	prf/prf_1_119.png	119
76.95	0.5	0.35	23	VERTICAL-L-R-21	prf/prf_1_120.png	120
77.8	0.5	0.35	22	VERTICAL-L-R-20	prf/prf_1_121.png	121
78.65	0.5	0.35	21	VERTICAL-L-R-19	prf/prf_1_122.png	122
79.5	0.5	0.35	20	VERTICAL-L-R-18	prf/prf_1_123.png	123
80.35	0.5	0.35	19	VERTICAL-L-R-17	prf/prf_1_124.png	124
81.2	0.5	0.35	18	VERTICAL-L-R-16	prf/prf_1_125.png	125
82.05	0.5	0.35	17	VERTICAL-L-R-15	prf/prf_1_126.png	126
82.9	0.5	0.35	16	VERTICAL-L-R-14	prf/prf_1_127.png	127
83.75	0.5	0.35	15	VERTICAL-L-R-13	prf/prf_1_128.png	128
84.6	0.5	0.35	14	VERTICAL-L-R-12	prf/prf_1_129.png	129
85.45	0.5	0.35	13	VERTICAL-L-R-11	prf/prf_1_130.png	130
86.3	0.5	0.35	12	VERTICAL-L-R-10	prf/prf_1_131.png	131
87.15	0.5	0.35	11	VERTICAL-L-R-9	prf/prf_1_132.png	132
88	0.5	0.35	10	VERTICAL-L-R-8	prf/prf_1_133.png	133
